,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Ckb,8.968636016191458e-58,1.94711729275807,1.0,0.9790000000000001,2.1844009881035892e-53,Med.A1,Ckb
Sfswap,9.976428116800409e-58,-3.72117138010557,0.266,0.982,2.42985883212791e-53,Med.A1,Sfswap
Lrp1b,1.0598463808422998e-57,-3.6796210046137796,0.578,0.9940000000000001,2.5813618451794996e-53,Med.A1,Lrp1b
Ccdc91,1.1780938309196998e-57,-2.82692256568061,0.7340000000000001,0.997,2.8693653345880197e-53,Med.A1,Ccdc91
Rela,1.2381456091000399e-57,-3.0563199662092595,0.22,0.9690000000000001,3.0156274455240594e-53,Med.A1,Rela
Tenm4,1.4185379139661198e-57,-4.808862950726611,0.541,0.982,3.4549909432558895e-53,Med.A1,Tenm4
Magi2,1.6202984047001097e-57,-2.8719673824921603,0.8440000000000001,0.997,3.946398794487589e-53,Med.A1,Magi2
Syt1,2.0149106188587096e-57,-3.4271675813100697,0.7609999999999999,0.9940000000000001,4.907516303292259e-53,Med.A1,Syt1
Thy1,2.65879554411022e-57,1.7209883034003002,1.0,0.9990000000000001,6.475762427234858e-53,Med.A1,Thy1
Pklr,2.957841159148039e-57,1.89845388685397,1.0,0.9620000000000001,7.204117927220958e-53,Med.A1,Pklr
Nrxn1,3.583721403725989e-57,-1.9543713789070098,0.991,1.0,8.72851185091502e-53,Med.A1,Nrxn1
Lrrc4c,4.158445363672639e-57,-3.0212762166072897,0.899,0.9990000000000001,1.0128309527761099e-52,Med.A1,Lrrc4c
ENSGALG00000048667,4.3359583757240785e-57,-3.7094004221531405,0.56,0.982,1.0560660219913598e-52,Med.A1,ENSGALG00000048667
Nefl,4.4742452345439886e-57,2.10694554285395,1.0,0.9990000000000001,1.0897471693255398e-52,Med.A1,Nefl
Fam135b,4.488929120448049e-57,-3.20219172669584,0.505,0.99,1.0933235765763298e-52,Med.A1,Fam135b
Eef1a2,5.357609803874189e-57,1.6412041350137498,1.0,0.997,1.3048994438315999e-52,Med.A1,Eef1a2
Lingo2,7.376936832305328e-57,-4.034936297965641,0.349,0.978,1.7967267348762898e-52,Med.A1,Lingo2
Kcnma1,7.616015290678728e-57,-2.58959587965701,0.853,0.997,1.8549566841977095e-52,Med.A1,Kcnma1
Eml5,8.362461081558168e-57,-3.02238140721077,0.725,0.99,2.0367610210243096e-52,Med.A1,Eml5
ENSGALG00000048557,8.537767866529058e-57,-3.6342719420975502,0.725,0.99,2.0794587415718195e-52,Med.A1,ENSGALG00000048557
Nefm,9.367236343571048e-57,2.1964296900844498,1.0,0.972,2.2814840838401696e-52,Med.A1,Nefm
Nav3,1.0138706917680599e-56,-3.03522696655748,0.688,0.9940000000000001,2.4693834568702792e-52,Med.A1,Nav3
Adgrl3,1.1144784395216e-56,-3.4166147430944998,0.578,0.985,2.7144236872988095e-52,Med.A1,Adgrl3
Tafa5,1.1665992116444597e-56,-2.63861850351404,0.972,0.9990000000000001,2.8413690398812396e-52,Med.A1,Tafa5
Setbp1,1.4005130795407398e-56,-3.1200919318284903,0.927,0.997,3.41108965652943e-52,Med.A1,Setbp1
Fbxl17,2.2932028474180693e-56,-2.99387389827501,0.321,0.973,5.585324855171459e-52,Med.A1,Fbxl17
Rtn4,2.3493904719344696e-56,1.4041069291738102,1.0,0.9990000000000001,5.722175433443599e-52,Med.A1,Rtn4
Ndrg4,3.0937781416313495e-56,1.69606133538473,1.0,0.9890000000000001,7.535206041757309e-52,Med.A1,Ndrg4
Nlgn1,3.957832602951359e-56,-3.9205635085767,0.706,0.98,9.639697087748337e-52,Med.A1,Nlgn1
Rims2,4.201196302840549e-56,-2.5115074517416,0.9359999999999999,0.9990000000000001,1.0232433715198399e-51,Med.A1,Rims2
ENSGALG00000016908,5.005931156864819e-56,-2.45141377721714,0.9540000000000001,1.0,1.2192445925659999e-51,Med.A1,ENSGALG00000016908
Calm1,5.398536675838349e-56,1.5199678028559398,1.0,0.992,1.3148675927671898e-51,Med.A1,Calm1
ENSGALG00000054806,6.770761386055899e-56,-2.07448262595817,0.991,1.0,1.64908664318778e-51,Med.A1,ENSGALG00000054806
ENSGALG00000042992,6.98503052420144e-56,-3.71803736922489,0.615,0.982,1.7012740344744997e-51,Med.A1,ENSGALG00000042992
Calm2,7.452999892816808e-56,1.4303988027540901,1.0,1.0,1.8152526538944598e-51,Med.A1,Calm2
Abcc4,7.5258240981014785e-56,-3.8531915962214796,0.257,0.965,1.8329897173335998e-51,Med.A1,Abcc4
Robo2,8.88564128756565e-56,-3.6711530119400297,0.606,0.9890000000000001,2.1641867919994895e-51,Med.A1,Robo2
ENSGALG00000054443,1.29669810451963e-55,-2.8422010439934904,0.33899999999999997,0.99,3.158237903368019e-51,Med.A1,ENSGALG00000054443
Fstl5,1.3746689661364799e-55,-3.36239674531578,0.688,0.987,3.3481437339219996e-51,Med.A1,Fstl5
Ntrk2,1.3782115539959898e-55,-2.6895323075505297,0.8440000000000001,0.997,3.3567720609126394e-51,Med.A1,Ntrk2
Adcyap1r1,1.5449160480184198e-55,-2.9333024628204103,0.706,0.9940000000000001,3.76279752655367e-51,Med.A1,Adcyap1r1
Pcdh7,1.7295018923017598e-55,-2.21184840068491,0.945,0.9990000000000001,4.2123748088901595e-51,Med.A1,Pcdh7
Meis1,1.8373143100143097e-55,-2.9624877572101895,0.89,0.993,4.474962733470839e-51,Med.A1,Meis1
Fus,2.0122903917495997e-55,-3.5423899054380095,0.10099999999999999,0.955,4.901134478145329e-51,Med.A1,Fus
Nd4l,2.3341315681166197e-55,1.9298459931691998,0.972,0.281,5.685010847304839e-51,Med.A1,Nd4l
Tenm1,2.8613304419541197e-55,-3.8014151405051804,0.523,0.978,6.96905642442346e-51,Med.A1,Tenm1
ENSGALG00000039659,3.1352757616547995e-55,-2.14768049521293,0.807,0.9990000000000001,7.636277645086419e-51,Med.A1,ENSGALG00000039659
Gramd2a,3.9131170594521196e-55,1.6345996877223101,0.982,0.4,9.530787910001578e-51,Med.A1,Gramd2a
ENSGALG00000050475,4.009612851723389e-55,-3.30159303813613,0.431,0.982,9.765813061657478e-51,Med.A1,ENSGALG00000050475
Dip2c,4.476152926883909e-55,-2.8845981534048395,0.596,0.9890000000000001,1.0902118068718497e-50,Med.A1,Dip2c
Adgrb1,4.830346119581549e-55,-3.2148850833900298,0.541,0.985,1.1764791008852798e-50,Med.A1,Adgrb1
ENSGALG00000020322,4.945354060522089e-55,-2.2315945687379704,0.6970000000000001,0.992,1.2044904349807599e-50,Med.A1,ENSGALG00000020322
Rgs7,5.775774576409549e-55,-2.19574138297127,0.872,0.9990000000000001,1.4067476558303097e-50,Med.A1,Rgs7
Fnbp1l,6.560104781709939e-55,-2.9900722611713304,0.532,0.986,1.5977791206332698e-50,Med.A1,Fnbp1l
Ppargc1a,7.93489450154544e-55,-3.4427355638514703,0.56,0.982,1.9326229047964097e-50,Med.A1,Ppargc1a
ENSGALG00000034498,8.448706583998407e-55,1.7680829961989901,1.0,0.978,2.0577669755986497e-50,Med.A1,ENSGALG00000034498
ENSGALG00000051949,8.747381207680548e-55,-5.287836565408299,0.21100000000000002,0.9440000000000001,2.1305121669426796e-50,Med.A1,ENSGALG00000051949
ENSGALG00000052495,8.862220205249857e-55,-5.196833949404031,0.11900000000000001,0.935,2.1584823531906595e-50,Med.A1,ENSGALG00000052495
Bend5,9.32893462077275e-55,-2.3851881744170202,0.917,0.9990000000000001,2.2721553162354096e-50,Med.A1,Bend5
Atp8a2,1.0431409208427599e-54,-2.7710468378035293,0.789,0.996,2.54067402680462e-50,Med.A1,Atp8a2
Lrrtm4,1.22873445341039e-54,-3.02215060431134,0.725,0.987,2.9927056347263397e-50,Med.A1,Lrrtm4
Khdrbs2,1.2708779314185697e-54,-2.76840362013066,0.826,0.993,3.0953502897630593e-50,Med.A1,Khdrbs2
Pvalb,1.5351967715877298e-54,1.92843355103766,1.0,0.794,3.739125256879079e-50,Med.A1,Pvalb
Lhfpl3,1.9622492909097495e-54,-3.7849628132326902,0.569,0.973,4.779254372939779e-50,Med.A1,Lhfpl3
ENSGALG00000047932,2.5870605454367398e-54,-5.1397376362858305,0.147,0.935,6.301044664465729e-50,Med.A1,ENSGALG00000047932
Rora,3.268843646414939e-54,-2.44204171512239,0.807,1.0,7.961595585208239e-50,Med.A1,Rora
Arl15,3.4743286105481393e-54,-2.81405560203416,0.78,0.986,8.4620747638510485e-50,Med.A1,Arl15
Tafa2,3.5081688515211696e-54,-3.30457270644588,0.40399999999999997,0.972,8.544496054764969e-50,Med.A1,Tafa2
Dock3,3.7981408637076196e-54,-2.72468138942873,0.67,0.9940000000000001,9.250751887646269e-50,Med.A1,Dock3
Akap12,3.82243306928794e-54,1.8598857185379198,1.0,0.838,9.309917983557718e-50,Med.A1,Akap12
Rgs17,4.4778025983064095e-54,-3.45726962570231,0.47700000000000004,0.973,1.0906136008435099e-49,Med.A1,Rgs17
Gphn,5.215309718562709e-54,-2.2032347251439397,0.927,0.996,1.27024083505313e-49,Med.A1,Gphn
Rsrp1,5.249831279751129e-54,-2.36401607051651,0.569,0.9990000000000001,1.27864890649619e-49,Med.A1,Rsrp1
Atrnl1,6.643492427304819e-54,-2.87176391304428,0.8809999999999999,0.997,1.61808901559436e-49,Med.A1,Atrnl1
Pnisr,7.034020785429138e-54,-2.5016737335665096,0.42200000000000004,0.993,1.71320610249912e-49,Med.A1,Pnisr
Snap25,7.709316688757489e-54,1.15383662363606,1.0,1.0,1.87768117271377e-49,Med.A1,Snap25
Scn3a,8.121791010698169e-54,-3.4905000297304203,0.39399999999999996,0.965,1.97814341856565e-49,Med.A1,Scn3a
ENSGALG00000054653,8.27171153684674e-54,-4.06803894793837,0.193,0.9440000000000001,2.01465806191439e-49,Med.A1,ENSGALG00000054653
ENSGALG00000047881,8.951829512166449e-54,-3.5205009008448305,0.853,0.982,2.18030759598326e-49,Med.A1,ENSGALG00000047881
Dpf3,9.362749764671849e-54,-2.4892223937414704,0.89,0.996,2.28039133268348e-49,Med.A1,Dpf3
Mdh1,1.0422286586475098e-53,1.6017168702142301,1.0,0.976,2.53845212100186e-49,Med.A1,Mdh1
Scn2a,1.10642349301393e-53,-2.6565429038579,0.596,0.99,2.6948050595847297e-49,Med.A1,Scn2a
Grm8,1.2020012149259399e-53,-2.88872666536698,0.6509999999999999,0.99,2.9275941590736197e-49,Med.A1,Grm8
ENSGALG00000028360,1.8114557309933197e-53,-3.49668883871606,0.22,0.958,4.41198157840732e-49,Med.A1,ENSGALG00000028360
Stip1,1.89033480397706e-53,-3.06080648158117,0.21100000000000002,0.9520000000000001,4.60409944856652e-49,Med.A1,Stip1
Gria2,1.9849449179221695e-53,-1.9632310733590401,0.853,0.9990000000000001,4.8345318420912495e-49,Med.A1,Gria2
Hint2,2.7361008327105196e-53,1.68401949281838,1.0,0.85,6.6640471881497494e-49,Med.A1,Hint2
Hspa8,2.7953931330946094e-53,1.5124561082221002,1.0,0.986,6.80845951496524e-49,Med.A1,Hspa8
ENSGALG00000016495,3.1228794419878194e-53,-3.60739951690068,0.514,0.976,7.606085168905529e-49,Med.A1,ENSGALG00000016495
ENSGALG00000045754,3.20137055035626e-53,-3.82592445738105,0.706,0.976,7.797258112447709e-49,Med.A1,ENSGALG00000045754
Chrm3,3.2694434876198193e-53,-2.97926925738802,0.541,0.992,7.96305655844684e-49,Med.A1,Chrm3
Far2,3.7047882780773895e-53,-2.8093394413156,0.569,0.986,9.023382330085299e-49,Med.A1,Far2
Kcnd2,4.0526703521971495e-53,-2.88488915007069,0.78,0.983,9.87068390981139e-49,Med.A1,Kcnd2
Cntn5,4.664423032291829e-53,-4.04987795422247,0.532,0.968,1.136066873745e-48,Med.A1,Cntn5
Prkn,5.86226133738629e-53,-2.96038906716882,0.743,0.982,1.4278123713338e-48,Med.A1,Prkn
ENSGALG00000032057,6.2873002475657385e-53,-2.50095119610085,0.275,0.9590000000000001,1.5313348482971102e-48,Med.A1,ENSGALG00000032057
ENSGALG00000052970,6.361614946730898e-53,-3.22961266431928,0.275,0.963,1.54943493642578e-48,Med.A1,ENSGALG00000052970
Ptpro,6.391919041576869e-53,-2.8192032781848697,0.642,0.983,1.55681580176646e-48,Med.A1,Ptpro
Adamts19,6.946761861071639e-53,-3.73487714920364,0.679,0.975,1.69195331888261e-48,Med.A1,Adamts19
Npas3,7.075053719113529e-53,-2.6035277209817798,0.972,1.0,1.7232000838272897e-48,Med.A1,Npas3
ENSGALG00000045548,7.0750898091450195e-53,1.50100451417506,1.0,1.0,1.7232088739153597e-48,Med.A1,ENSGALG00000045548
Nkain2,1.0514694798316599e-52,-2.4415977217251,0.9359999999999999,0.9990000000000001,2.5609590650779796e-48,Med.A1,Nkain2
Ctnna2,1.2981117391174397e-52,-2.0273832741301296,0.807,0.9990000000000001,3.161680951794451e-48,Med.A1,Ctnna2
Aff3,1.3886443495249597e-52,-3.2506597401991004,0.8170000000000001,0.9890000000000001,3.3821821777029996e-48,Med.A1,Aff3
Hdac4,1.4540306432784296e-52,-2.7570499616428705,0.78,0.993,3.5414370347689296e-48,Med.A1,Hdac4
ENSGALG00000043598,1.5060806682074196e-52,2.14090086109171,1.0,0.9490000000000001,3.668210075486e-48,Med.A1,ENSGALG00000043598
ENSGALG00000047936,1.6227545466615197e-52,-4.41489432738076,0.128,0.924,3.9523809738487995e-48,Med.A1,ENSGALG00000047936
Tubb4b,1.8184453873537097e-52,1.61763265433959,1.0,0.9790000000000001,4.42900558543869e-48,Med.A1,Tubb4b
Hsp90aa1,2.2354094280191796e-52,1.30752463517169,1.0,1.0,5.4445632028835095e-48,Med.A1,Hsp90aa1
ENSGALG00000036956,2.2595426698143395e-52,2.19533468530403,1.0,0.75,5.5033421265998e-48,Med.A1,ENSGALG00000036956
Sh3kbp1,2.5651391776610093e-52,-2.74962353768727,0.89,0.9890000000000001,6.247652981111161e-48,Med.A1,Sh3kbp1
Skp1,2.5890710997237594e-52,1.65653790974365,1.0,0.8859999999999999,6.305941570487191e-48,Med.A1,Skp1
Gmds,2.8539783648978795e-52,-2.72873940776271,0.89,0.993,6.951149705545279e-48,Med.A1,Gmds
Cdkal1,2.8929086651825795e-52,-2.8294582352481603,0.541,0.978,7.0459683449187e-48,Med.A1,Cdkal1
Aff2,3.79975727940585e-52,-2.8447235477368396,0.862,0.987,9.254688829720899e-48,Med.A1,Aff2
ENSGALG00000023179,3.9296897159227994e-52,-2.9945893160941806,0.358,0.971,9.571152272101561e-48,Med.A1,ENSGALG00000023179
Pard3,3.933991405187689e-52,-2.65878653578132,0.55,0.978,9.581629466475141e-48,Med.A1,Pard3
Chgb,4.000572242907669e-52,1.8814968147513702,1.0,0.976,9.743793754825919e-48,Med.A1,Chgb
Jakmip1,4.20024827503268e-52,-2.97065323989214,0.5870000000000001,0.973,1.0230124698669597e-47,Med.A1,Jakmip1
Ldlrad4,4.281140754779319e-52,-2.87474118469875,0.55,0.98,1.04271464223405e-47,Med.A1,Ldlrad4
Wsb1,4.374800808684429e-52,-3.7388917254578597,0.073,0.9209999999999999,1.0655264849631799e-47,Med.A1,Wsb1
Nrcam,5.0756473320684995e-52,-2.82441659546026,0.596,0.98,1.2362246641986e-47,Med.A1,Nrcam
Chst8,5.174193166627469e-52,-2.6610501518030802,0.5870000000000001,0.986,1.26022648766379e-47,Med.A1,Chst8
Hecw1,5.17645613259832e-52,-2.8285743443271696,0.67,0.9790000000000001,1.26077765565565e-47,Med.A1,Hecw1
Msh4,6.24460557519886e-52,-3.9425323743184304,0.20199999999999999,0.9329999999999999,1.52093613389543e-47,Med.A1,Msh4
Cox6a1,6.675625221130718e-52,1.5221401339455398,1.0,0.961,1.6259152788585998e-47,Med.A1,Cox6a1
Adam22,7.230480687158489e-52,-2.6551688391265897,0.743,0.987,1.76105587616432e-47,Med.A1,Adam22
Rpgr,7.31235558535182e-52,-2.88183022392481,0.596,0.973,1.78099732636829e-47,Med.A1,Rpgr
ENSGALG00000041225,7.45386556777957e-52,-4.34869070935965,0.183,0.9259999999999999,1.8154634976883897e-47,Med.A1,ENSGALG00000041225
Esrrg,7.576914867162299e-52,-1.8554090525823799,0.972,0.996,1.84543338504605e-47,Med.A1,Esrrg
Plekha5,8.088944261663998e-52,-3.4876373356526,0.321,0.955,1.97014326437088e-47,Med.A1,Plekha5
Slc4a10,8.659076382171767e-52,-2.9521469001913396,0.532,0.9690000000000001,2.1090046436417601e-47,Med.A1,Slc4a10
ENSGALG00000054889,9.286282444401938e-52,-2.54204422978723,0.165,0.938,2.2617669521585397e-47,Med.A1,ENSGALG00000054889
Sod1,9.372462933257758e-52,1.62719435866398,1.0,0.91,2.28275707202426e-47,Med.A1,Sod1
Grid2,9.502108912390639e-52,-3.33244800190211,0.67,0.9790000000000001,2.31433364670186e-47,Med.A1,Grid2
Grid1,1.1717193703919398e-51,-3.1283707408891703,0.8809999999999999,0.986,2.8538396985266e-47,Med.A1,Grid1
Prdx1,1.3246029832064498e-51,1.58204485681142,1.0,0.8959999999999999,3.22620302589763e-47,Med.A1,Prdx1
Erc1,1.39259311725763e-51,-2.47694621683914,0.862,0.997,3.39179979639268e-47,Med.A1,Erc1
ENSGALG00000041897,1.4123298571103197e-51,1.3940657596486699,1.0,0.9890000000000001,3.4398705999778994e-47,Med.A1,ENSGALG00000041897
Aplp2,1.5056683673791997e-51,1.4844571913126499,1.0,0.971,3.6672058755887793e-47,Med.A1,Aplp2
Sbf2,1.57433375608013e-51,-3.09627494619887,0.789,0.976,3.8344472963087703e-47,Med.A1,Sbf2
ENSGALG00000032452,1.5903821264169198e-51,-3.4811526007081497,0.36700000000000005,0.956,3.87353470710105e-47,Med.A1,ENSGALG00000032452
Immp2l,2.2384088788139797e-51,-2.41570583010617,0.606,0.993,5.45186866523934e-47,Med.A1,Immp2l
Pard3b,2.4043092638461297e-51,-2.7093078959652597,0.9079999999999999,0.9940000000000001,5.85593564302363e-47,Med.A1,Pard3b
Spata5,2.5453050090967194e-51,-3.76995956083587,0.275,0.937,6.19934488015598e-47,Med.A1,Spata5
ENSGALG00000052274,2.5988365820046696e-51,-2.33389515606714,0.46799999999999997,0.982,6.32972637913058e-47,Med.A1,ENSGALG00000052274
Gpx4,2.9690755588820196e-51,1.6630964356549098,1.0,0.924,7.23148043121304e-47,Med.A1,Gpx4
Fut9,3.1948770897860793e-51,-2.2679195418801696,0.7709999999999999,0.9940000000000001,7.781442639882978e-47,Med.A1,Fut9
Luc7l3,3.407613036036269e-51,-2.0959691699339698,0.743,0.996,8.299582310569949e-47,Med.A1,Luc7l3
Atp5a1z,6.461072737305359e-51,1.5457517092449298,1.0,0.973,1.5736588758980902e-46,Med.A1,Atp5a1z
Tspan4,7.468648154176369e-51,-3.09860003843109,0.9540000000000001,0.992,1.8190639444312e-46,Med.A1,Tspan4
ENSGALG00000049016,8.142967981664658e-51,-3.6530910888436496,0.174,0.93,1.98330128161424e-46,Med.A1,ENSGALG00000049016
Zmiz1,9.138177485467169e-51,-3.1026893605403596,0.7709999999999999,0.978,2.2256945083603803e-46,Med.A1,Zmiz1
Cask,1.0456098498285599e-50,-2.15950199478947,0.9540000000000001,0.9990000000000001,2.5466873502424397e-46,Med.A1,Cask
Rbm3,1.0507149083417798e-50,-1.91331941002911,0.78,0.993,2.55912123075723e-46,Med.A1,Rbm3
ENSGALG00000033462,1.2254191079518097e-50,2.03130863463175,1.0,0.7959999999999999,2.98463077932742e-46,Med.A1,ENSGALG00000033462
Gria3,1.2862103214449598e-50,-2.49156669470625,0.8809999999999999,0.99,3.1326938589113397e-46,Med.A1,Gria3
Rev3l,1.4443334967047898e-50,-2.65190202269838,0.541,0.978,3.5178186645741694e-46,Med.A1,Rev3l
